symbol,name,tdx_api_mkt,code
SH603881,数据港,1,603881
SH603878,武进不锈,1,603878
SH603876,鼎胜新材,1,603876
SH603871,嘉友国际,1,603871
SH603868,飞科电器,1,603868
SH603867,新化股份,1,603867
SH603866,桃李面包,1,603866
SH603863,松炀资源,1,603863
SH603859,能科科技,1,603859
SH603858,步长制药,1,603858
SH603833,欧派家居,1,603833
SH603825,华扬联众,1,603825
SH603823,百合花,1,603823
SH603816,顾家家居,1,603816
SH603811,诚意药业,1,603811
SH603810,丰山集团,1,603810
SH603809,豪能股份,1,603809
SH603806,福斯特,1,603806
SH603801,志邦家居,1,603801
SH603800,道森股份,1,603800
SH603799,华友钴业,1,603799
SH603786,科博达,1,603786
SH603777,来伊份,1,603777
SH603776,永安行,1,603776
SH603773,沃格光电,1,603773
SH603759,海天股份,1,603759
SH603758,秦安股份,1,603758
SH603755,日辰股份,1,603755
SH603738,泰晶科技,1,603738
SH603737,三棵树,1,603737
SH603733,仙鹤股份,1,603733
SH603728,鸣志电器,1,603728
SH603721,中广天择,1,603721
SH603719,良品铺子,1,603719
SH603716,塞力医疗,1,603716
SH603713,密尔克卫,1,603713
SH603712,七一二,1,603712
SH603708,家家悦,1,603708
SH603707,健友股份,1,603707
SH603703,盛洋科技,1,603703
SH603701,德宏股份,1,603701
SH603696,安记食品,1,603696
SH603693,江苏新能,1,603693
SH603690,至纯科技,1,603690
SH603688,石英股份,1,603688
SH603678,火炬电子,1,603678
SH603668,天马科技,1,603668
SH603667,五洲新春,1,603667
SH603666,亿嘉和,1,603666
SH603659,璞泰来,1,603659
SH603658,安图生物,1,603658
SH603650,彤程新材,1,603650
SH603636,南威软件,1,603636
SH603630,拉芳家化,1,603630
SH603628,清源股份,1,603628
SH603619,中曼石油,1,603619
SH603613,国联股份,1,603613
SH603612,索通发展,1,603612
SH603609,禾丰股份,1,603609
SH603606,东方电缆,1,603606
SH603605,珀莱雅,1,603605
SH603599,广信股份,1,603599
SH603598,引力传媒,1,603598
SH603596,伯特利,1,603596
SH603595,东尼电子,1,603595
SH603589,口子窖,1,603589
SH603580,艾艾精工,1,603580
SH603568,伟明环保,1,603568
SH603567,珍宝岛,1,603567
SH603566,普莱柯,1,603566
SH603565,中谷物流,1,603565
SH603556,海兴电力,1,603556
SH603538,美诺华,1,603538
SH603530,神马电力,1,603530
SH603529,爱玛科技,1,603529
SH603520,司太立,1,603520
SH603517,绝味食品,1,603517
SH603516,淳中科技,1,603516
SH603508,思维列控,1,603508
SH603507,振江股份,1,603507
SH603505,金石资源,1,603505
SH603501,韦尔股份,1,603501
SH603496,恒为科技,1,603496
SH603489,八方股份,1,603489
SH603486,科沃斯,1,603486
SH603477,巨星农牧,1,603477
SH603466,风语筑,1,603466
SH603456,九洲药业,1,603456
SH603444,吉比特,1,603444
SH603439,贵州三力,1,603439
SH603421,鼎信通讯,1,603421
SH603416,信捷电气,1,603416
SH603399,吉翔股份,1,603399
SH603398,沐邦高科,1,603398
SH603396,金辰股份,1,603396
SH603393,新天然气,1,603393
SH603392,万泰生物,1,603392
SH603390,通达电气,1,603390
SH603387,基蛋生物,1,603387
SH603383,顶点软件,1,603383
SH603379,三美股份,1,603379
SH603378,亚士创能,1,603378
SH603369,今世缘,1,603369
SH603368,柳药集团,1,603368
SH603367,辰欣药业,1,603367
SH603363,傲农生物,1,603363
SH603359,东珠生态,1,603359
SH603358,华达科技,1,603358
SH603348,文灿股份,1,603348
SH603345,安井食品,1,603345
SH603338,浙江鼎力,1,603338
SH603330,天洋新材,1,603330
SH603327,福蓉科技,1,603327
SH603324,盛剑环境,1,603324
SH603318,水发燃气,1,603318
SH603317,天味食品,1,603317
SH603309,维力医疗,1,603309
SH603308,应流股份,1,603308
SH603306,华懋科技,1,603306
SH603305,旭升集团,1,603305
SH603301,振德医疗,1,603301
SH603299,苏盐井神,1,603299
SH603298,杭叉集团,1,603298
SH603297,永新光学,1,603297
SH603290,斯达半导,1,603290
SH603289,泰瑞机器,1,603289
SH603288,海天味业,1,603288
SH603286,日盈电子,1,603286
SH603283,赛腾股份,1,603283
SH603279,景津装备,1,603279
SH603267,鸿远电子,1,603267
SH603260,合盛硅业,1,603260
SH603259,药明康德,1,603259
SH603255,鼎际得,1,603255
SH603237,五芳斋,1,603237
SH603236,移远通信,1,603236
SH603233,大参林,1,603233
SH603232,格尔软件,1,603232
SH603229,奥翔药业,1,603229
SH603227,雪峰科技,1,603227
SH603225,新凤鸣,1,603225
SH603222,济民医疗,1,603222
SH603218,日月股份,1,603218
SH603213,镇洋发展,1,603213
SH603212,赛伍技术,1,603212
SH603208,江山欧派,1,603208
SH603203,快克股份,1,603203
SH603200,上海洗霸,1,603200
SH603199,九华旅游,1,603199
SH603198,迎驾贡酒,1,603198
SH603197,保隆科技,1,603197
SH603195,公牛集团,1,603195
SH603191,望变电气,1,603191
SH603189,网达软件,1,603189
SH603186,华正新材,1,603186
SH603185,上机数控,1,603185
SH603180,金牌厨柜,1,603180
SH603179,新泉股份,1,603179
SH603177,德创环保,1,603177
SH603171,税友股份,1,603171
SH603170,宝立食品,1,603170
SH603161,科华控股,1,603161
SH603160,汇顶科技,1,603160
SH603138,海量数据,1,603138
SH603136,天目湖,1,603136
SH603133,碳元科技,1,603133
SH603129,春风动力,1,603129
SH603128,华贸物流,1,603128
SH603127,昭衍新药,1,603127
SH603123,翠微股份,1,603123
SH603105,芯能科技,1,603105
SH603103,横店影视,1,603103
SH603100,川仪股份,1,603100
SH603099,长白山,1,603099
SH603090,宏盛股份,1,603090
SH603087,甘李药业,1,603087
SH603086,先达股份,1,603086
SH603081,大丰实业,1,603081
SH603078,江化微,1,603078
SH603076,乐惠国际,1,603076
SH603070,万控智造,1,603070
SH603069,海汽集团,1,603069
SH603068,博通集成,1,603068
SH603067,振华股份,1,603067
SH603066,音飞储存,1,603066
SH603063,禾望电气,1,603063
SH603057,紫燕食品,1,603057
SH603056,德邦股份,1,603056
SH603055,台华新材,1,603055
SH603051,鹿山新材,1,603051
SH603050,科林电气,1,603050
SH603043,广州酒家,1,603043
SH603036,如通股份,1,603036
SH603035,常熟汽饰,1,603035
SH603032,德新科技,1,603032
SH603031,安孚科技,1,603031
SH603029,天鹅股份,1,603029
SH603027,千禾味业,1,603027
SH603026,胜华新材,1,603026
SH603025,大豪科技,1,603025
SH603019,中科曙光,1,603019
SH603011,合锻智能,1,603011
SH603008,喜临门,1,603008
SH603005,晶方科技,1,603005
SH603000,人民网,1,603000
SH601995,中金公司,1,601995
SH601990,南京证券,1,601990
SH601966,玲珑轮胎,1,601966
SH601965,中国汽研,1,601965
SH601958,金钼股份,1,601958
SH601952,苏垦农发,1,601952
SH601919,中远海控,1,601919
SH601899,紫金矿业,1,601899
SH601898,中煤能源,1,601898
SH601890,亚星锚链,1,601890
SH601888,中国中免,1,601888
SH601886,江河集团,1,601886
SH601882,海天精工,1,601882
SH601881,中国银河,1,601881
SH601878,浙商证券,1,601878
SH601877,正泰电器,1,601877
SH601869,长飞光纤,1,601869
SH601865,福莱特,1,601865
SH601858,中国科传,1,601858
SH601838,成都银行,1,601838
SH601811,新华文轩,1,601811
SH601808,中海油服,1,601808
SH601800,中国交建,1,601800
SH601799,星宇股份,1,601799
SH601788,光大证券,1,601788
SH601717,郑煤机,1,601717
SH601702,华峰铝业,1,601702
SH601699,潞安环能,1,601699
SH601698,中国卫通,1,601698
SH601696,中银证券,1,601696
SH601689,拓普集团,1,601689
SH601688,华泰证券,1,601688
SH601677,明泰铝业,1,601677
SH601666,平煤股份,1,601666
SH601636,旗滨集团,1,601636
SH601633,长城汽车,1,601633
SH601628,中国人寿,1,601628
SH601615,明阳智能,1,601615
SH601607,上海医药,1,601607
SH601601,中国太保,1,601601
SH601595,上海电影,1,601595
SH601579,会稽山,1,601579
SH601567,三星医疗,1,601567
SH601456,国联证券,1,601456
SH601369,陕鼓动力,1,601369
SH601336,新华保险,1,601336
SH601318,中国平安,1,601318
SH601311,骆驼股份,1,601311
SH601238,广汽集团,1,601238
SH601233,桐昆股份,1,601233
SH601231,环旭电子,1,601231
SH601225,陕西煤业,1,601225
SH601222,林洋能源,1,601222
SH601211,国泰君安,1,601211
SH601208,东材科技,1,601208
SH601168,西部矿业,1,601168
SH601166,兴业银行,1,601166
SH601163,三角轮胎,1,601163
SH601156,东航物流,1,601156
SH601155,新城控股,1,601155
SH601138,工业富联,1,601138
SH601137,博威合金,1,601137
SH601136,首创证券,1,601136
SH601127,赛力斯,1,601127
SH601126,四方股份,1,601126
SH601117,中国化学,1,601117
SH601116,三江购物,1,601116
SH601111,中国国航,1,601111
SH601100,恒立液压,1,601100
SH601098,中南传媒,1,601098
SH601088,中国神华,1,601088
SH601069,西部黄金,1,601069
SH601066,中信建投,1,601066
SH601058,赛轮轮胎,1,601058
SH601028,玉龙股份,1,601028
SH601022,宁波远洋,1,601022
SH601021,春秋航空,1,601021
SH601020,华钰矿业,1,601020
SH601012,隆基绿能,1,601012
SH601009,南京银行,1,601009
SH601007,金陵饭店,1,601007
SH601001,晋控煤业,1,601001
SH600999,招商证券,1,600999
SH600998,九州通,1,600998
SH600996,贵广网络,1,600996
SH600995,南网储能,1,600995
SH600993,马应龙,1,600993
SH600992,贵绳股份,1,600992
SH600990,四创电子,1,600990
SH600989,宝丰能源,1,600989
SH600988,赤峰黄金,1,600988
SH600985,淮北矿业,1,600985
SH600977,中国电影,1,600977
SH600976,健民集团,1,600976
SH600970,中材国际,1,600970
SH600967,内蒙一机,1,600967
SH600966,博汇纸业,1,600966
SH600965,福成股份,1,600965
SH600958,东方证券,1,600958
SH600941,中国移动,1,600941
SH600938,中国海油,1,600938
SH600933,爱柯迪,1,600933
SH600929,雪天盐业,1,600929
SH600927,永安期货,1,600927
SH600926,杭州银行,1,600926
SH600916,中国黄金,1,600916
SH600900,长江电力,1,600900
SH600895,张江高科,1,600895
SH600893,航发动力,1,600893
SH600888,新疆众和,1,600888
SH600887,伊利股份,1,600887
SH600886,国投电力,1,600886
SH600885,宏发股份,1,600885
SH600884,杉杉股份,1,600884
SH600882,妙可蓝多,1,600882
SH600877,声光电科,1,600877
SH600876,洛阳玻璃,1,600876
SH600875,东方电气,1,600875
SH600873,梅花生物,1,600873
SH600872,中炬高新,1,600872
SH600867,通化东宝,1,600867
SH600862,中航高科,1,600862
SH600861,北京城乡,1,600861
SH600860,京城股份,1,600860
SH600859,王府井,1,600859
SH600855,航天长峰,1,600855
SH600850,电科数字,1,600850
SH600846,同济科技,1,600846
SH600845,宝信软件,1,600845
SH600837,海通证券,1,600837
SH600833,第一医药,1,600833
SH600827,百联股份,1,600827
SH600818,中路股份,1,600818
SH600809,山西汾酒,1,600809
SH600803,新奥股份,1,600803
SH600801,华新水泥,1,600801
SH600785,新华百货,1,600785
SH600783,鲁信创投,1,600783
